Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time,Day of the Week
HERAAYVF6J,failure,business,441600.86,441600.86,500,,2023-09-22 02:58:00,no,2023-09-22 02:58:00,Friday
5E399DNVZN,success,,4791.1,4791.1,00,Transaction Approved,2023-09-22 14:29:00,no,2023-09-22 14:29:00,Friday
BXL0V49J0X,failure,technical,367796.17,367796.17,200,,2023-09-22 19:03:00,no,2023-09-22 19:03:00,Friday
GAS007RALV,success,,563640.24,563640.24,000,Transaction Approved,2023-09-22 22:27:00,no,2023-09-22 22:27:00,Friday
56V381452Y,success,,488486.97,-412363.59,00,Transaction Approved,2023-09-22 18:19:00,yes,2023-09-22 18:19:00,Friday
X8EZ7TXI2E,failure,business,880540.42,880540.42,600,,2023-09-22 11:22:00,no,2023-09-22 11:22:00,Friday
QJVXEOK0VK,failure,business,723300.64,-387306.07,600,,2023-09-22 17:20:00,yes,2023-09-22 17:20:00,Friday
OIFF2T35ZR,success,,845051.4,-542578.1,000,Transaction Approved,2023-09-22 12:20:00,yes,2023-09-22 12:20:00,Friday
VY8FPC0KR1,success,,843367.47,-602008.85,00,Transaction Approved,2023-09-22 14:21:00,yes,2023-09-22 14:21:00,Friday
NQNSP4SI9S,success,,430725.28,430725.28,0,Transaction Approved,2023-09-22 04:52:00,no,2023-09-22 04:52:00,Friday
0WTAD08YMU,failure,business,410982.45,410982.45,600,,2023-09-22 13:03:00,no,2023-09-22 13:03:00,Friday
0B5NDQEJOG,success,,332882.03,-40953.19,000,Transaction Approved,2023-09-22 07:15:00,yes,2023-09-22 07:15:00,Friday
N8HLIAH05G,success,,819713.07,-560303.28,0,Transaction Approved,2023-09-22 09:18:00,yes,2023-09-22 09:18:00,Friday
IKT99MUZUK,success,,122368.77,122368.77,000,Transaction Approved,2023-09-22 20:42:00,no,2023-09-22 20:42:00,Friday
AGQ5VP4SG9,success,,127886.24,127886.24,00,Transaction Approved,2023-09-22 23:53:00,no,2023-09-22 23:53:00,Friday
Y5CJZVBZ4B,success,,285487.13,-206414.31,00,Transaction Approved,2023-09-22 11:14:00,yes,2023-09-22 11:14:00,Friday
5O7L9S6PWW,failure,technical,225168.42,-40645.11,300,,2023-09-22 16:14:00,yes,2023-09-22 16:14:00,Friday
W18ZEF78FQ,success,,760508.02,760508.02,0,Transaction Approved,2023-09-22 20:22:00,no,2023-09-22 20:22:00,Friday
IEX2BWYJ5M,success,,314700.04,314700.04,000,Transaction Approved,2023-09-22 21:41:00,no,2023-09-22 21:41:00,Friday
TD9PJV9PJH,success,,493728.34,-288401.24,00,Transaction Approved,2023-09-22 23:29:00,yes,2023-09-22 23:29:00,Friday
VAM9YQRBGV,success,,4528.62,-1232.06,00,Transaction Approved,2023-09-22 09:11:00,yes,2023-09-22 09:11:00,Friday
84LFDA448X,failure,business,920016.03,-475567.82,400,,2023-09-22 09:15:00,yes,2023-09-22 09:15:00,Friday
4SOG3OHBSB,success,,820294.2,820294.2,00,Transaction Approved,2023-09-22 01:50:00,no,2023-09-22 01:50:00,Friday
Y3IVDPNSAO,failure,technical,423514.8,-152297.1,300,,2023-09-22 13:31:00,yes,2023-09-22 13:31:00,Friday
XB0KEF6IWW,failure,technical,200211.92,200211.92,100,,2023-09-22 20:23:00,no,2023-09-22 20:23:00,Friday
0HOZMKC3VP,failure,technical,684447.61,-228084.09,300,,2023-09-22 03:09:00,yes,2023-09-22 03:09:00,Friday
88R760OX9P,success,,101561.8,-88748.75,00,Transaction Approved,2023-09-22 04:15:00,yes,2023-09-22 04:15:00,Friday
9UU3RBNQ54,success,,885017.39,885017.39,00,Transaction Approved,2023-09-22 09:52:00,no,2023-09-22 09:52:00,Friday
EK4MUJRCYB,success,,624516.73,-434550.72,0,Transaction Approved,2023-09-22 05:41:00,yes,2023-09-22 05:41:00,Friday
MXGKBDS4WN,success,,664240.74,-195567.75,000,Transaction Approved,2023-09-22 11:58:00,yes,2023-09-22 11:58:00,Friday
HCPASQZ3JT,success,,197603.47,197603.47,00,Transaction Approved,2023-09-22 10:49:00,no,2023-09-22 10:49:00,Friday
O6OTZYQQCG,failure,technical,159725.24,159725.24,200,,2023-09-22 01:56:00,no,2023-09-22 01:56:00,Friday
89ZJ1OPIPZ,success,,234589.37,-118108.15,000,Transaction Approved,2023-09-22 12:30:00,yes,2023-09-22 12:30:00,Friday
1G3PV4CUV0,success,,446922.68,446922.68,00,Transaction Approved,2023-09-22 00:39:00,no,2023-09-22 00:39:00,Friday
RNH3LCNY4U,success,,866731.61,866731.61,000,Transaction Approved,2023-09-22 02:36:00,no,2023-09-22 02:36:00,Friday
TKYNAKCXE5,failure,business,83123.65,-39530.24,600,,2023-09-22 18:33:00,yes,2023-09-22 18:33:00,Friday
GLLHL27W38,success,,219482.7,219482.7,000,Transaction Approved,2023-09-22 05:25:00,no,2023-09-22 05:25:00,Friday
J634LZPQZV,failure,technical,258579.83,-229677.02,100,,2023-09-23 20:43:00,yes,2023-09-23 20:43:00,Saturday
9GX6790LAV,failure,business,110777.34,-21802.05,400,,2023-09-23 09:22:00,yes,2023-09-23 09:22:00,Saturday
5LPT8MZS1R,success,,333185.36,-235376.37,000,Transaction Approved,2023-09-23 15:31:00,yes,2023-09-23 15:31:00,Saturday
VZKYQI06JO,failure,business,189360.24,-158755.18,400,,2023-09-23 11:56:00,yes,2023-09-23 11:56:00,Saturday
W2Z4RDQ38X,failure,business,440478.7,440478.7,500,,2023-09-23 21:01:00,no,2023-09-23 21:01:00,Saturday
S5K5JN3TAL,success,,661230.77,-420105.18,0,Transaction Approved,2023-09-23 21:12:00,yes,2023-09-23 21:12:00,Saturday
1D9L0DU417,failure,technical,445464.26,445464.26,200,,2023-09-23 13:46:00,no,2023-09-23 13:46:00,Saturday
B21HNOKWTX,failure,technical,935661.34,935661.34,300,,2023-09-23 09:21:00,no,2023-09-23 09:21:00,Saturday
OJCTDRMCWW,success,,911163.97,911163.97,00,Transaction Approved,2023-09-23 14:30:00,no,2023-09-23 14:30:00,Saturday
GPZ0SABGAH,failure,business,354573.98,-83688.97,600,,2023-09-23 11:22:00,yes,2023-09-23 11:22:00,Saturday
U5XOR44W2R,success,,356915.6,-81596.25,0,Transaction Approved,2023-09-23 07:36:00,yes,2023-09-23 07:36:00,Saturday
A3YXSAJ6QE,failure,business,171477.88,171477.88,600,,2023-09-23 19:00:00,no,2023-09-23 19:00:00,Saturday
S118J7M0Z0,success,,710122.85,710122.85,0,Transaction Approved,2023-09-23 02:11:00,no,2023-09-23 02:11:00,Saturday
2JEYRLC174,success,,659644.63,-538926.58,00,Transaction Approved,2023-09-23 15:13:00,yes,2023-09-23 15:13:00,Saturday
XJTK17RR1J,failure,technical,125636.91,-77369.46,200,,2023-09-23 05:32:00,yes,2023-09-23 05:32:00,Saturday
6FHZO80XQ7,success,,320030.93,-187887.1,000,Transaction Approved,2023-09-23 02:56:00,yes,2023-09-23 02:56:00,Saturday
7U0LUIA8Y0,success,,663974.11,-567666.86,00,Transaction Approved,2023-09-23 14:21:00,yes,2023-09-23 14:21:00,Saturday
I21JE161JL,success,,835790.96,-169620.58,000,Transaction Approved,2023-09-23 22:42:00,yes,2023-09-23 22:42:00,Saturday
7WWP5PHA3D,success,,563331.87,-321370.96,000,Transaction Approved,2023-09-23 17:56:00,yes,2023-09-23 17:56:00,Saturday
S3MW2Z23JO,success,,245676.4,-147819.81,000,Transaction Approved,2023-09-23 04:51:00,yes,2023-09-23 04:51:00,Saturday
KQALQPOBU5,success,,829335.28,829335.28,0,Transaction Approved,2023-09-23 18:22:00,no,2023-09-23 18:22:00,Saturday
L8Q0R4MHCK,failure,business,115630.2,-103517.2,600,,2023-09-23 04:15:00,yes,2023-09-23 04:15:00,Saturday
NVMLAJCSYG,failure,technical,755241.52,-410445.55,200,,2023-09-23 12:16:00,yes,2023-09-23 12:16:00,Saturday
AWD9TSSPDN,failure,business,586473.79,-267948.62,600,,2023-09-23 20:10:00,yes,2023-09-23 20:10:00,Saturday
J02N135MBI,failure,business,732291.91,-152570.18,500,,2023-09-23 05:34:00,yes,2023-09-23 05:34:00,Saturday
3L7SFD9HP4,success,,769654.14,769654.14,0,Transaction Approved,2023-09-23 20:47:00,no,2023-09-23 20:47:00,Saturday
VM54JWKPH9,failure,business,523614.3,-218266.04,500,,2023-09-23 18:49:00,yes,2023-09-23 18:49:00,Saturday
U8YPKTF2ZY,success,,92423.12,92423.12,00,Transaction Approved,2023-09-23 13:29:00,no,2023-09-23 13:29:00,Saturday
G7XO1FIUPG,success,,851672.38,851672.38,000,Transaction Approved,2023-09-23 15:01:00,no,2023-09-23 15:01:00,Saturday
0Q9WWMEOWD,success,,557800.37,557800.37,00,Transaction Approved,2023-09-23 07:34:00,no,2023-09-23 07:34:00,Saturday
TTFK9L1UK6,failure,business,867283.56,-165844.8,400,,2023-09-23 20:33:00,yes,2023-09-23 20:33:00,Saturday
QIPB7XIG0Q,success,,806210.18,806210.18,00,Transaction Approved,2023-09-23 01:55:00,no,2023-09-23 01:55:00,Saturday
P1JCSSVRQ8,failure,technical,271348.95,271348.95,100,,2023-09-23 05:42:00,no,2023-09-23 05:42:00,Saturday
RDFK6H0K4W,success,,370169.24,-237467.39,00,Transaction Approved,2023-09-23 09:42:00,yes,2023-09-23 09:42:00,Saturday
2IUHZBQIRE,failure,business,428522.93,-144412.62,400,,2023-09-23 16:17:00,yes,2023-09-23 16:17:00,Saturday
3T66SMTSGG,success,,29809.95,29809.95,000,Transaction Approved,2023-09-23 14:13:00,no,2023-09-23 14:13:00,Saturday
PTJQ071O2T,failure,business,441689.46,441689.46,600,,2023-09-23 13:34:00,no,2023-09-23 13:34:00,Saturday
QJJUTUU9A6,success,,555632.21,-329752.37,00,Transaction Approved,2023-09-23 12:44:00,yes,2023-09-23 12:44:00,Saturday
VSHZUFQZY8,failure,business,336066.55,-192865.22,600,,2023-09-23 04:04:00,yes,2023-09-23 04:04:00,Saturday
FFNRL189UH,failure,business,440594.13,-258761.04,600,,2023-09-23 10:17:00,yes,2023-09-23 10:17:00,Saturday
TFPY8JRW9N,failure,technical,735392.29,735392.29,200,,2023-09-23 08:17:00,no,2023-09-23 08:17:00,Saturday
8X21BW45SR,success,,674175.96,674175.96,000,Transaction Approved,2023-09-23 10:39:00,no,2023-09-23 10:39:00,Saturday
ZEZ30XMOHR,failure,technical,572801.68,572801.68,300,,2023-09-23 16:43:00,no,2023-09-23 16:43:00,Saturday
2JSYAGKFEF,success,,3355.1,3355.1,00,Transaction Approved,2023-09-23 02:03:00,no,2023-09-23 02:03:00,Saturday
LHISN0U0FD,success,,366673.98,-174267.04,000,Transaction Approved,2023-09-23 20:57:00,yes,2023-09-23 20:57:00,Saturday
5P531IP501,failure,business,853021.61,-156651.34,400,,2023-09-23 02:20:00,yes,2023-09-23 02:20:00,Saturday
4NDKOMIOGY,success,,461516.93,-396550.55,000,Transaction Approved,2023-09-23 22:59:00,yes,2023-09-23 22:59:00,Saturday
3GPQNT47E3,success,,104123.97,104123.97,0,Transaction Approved,2023-09-23 01:54:00,no,2023-09-23 01:54:00,Saturday
DIG5ZPL8TY,failure,technical,126452.77,-32612.93,300,,2023-09-23 11:55:00,yes,2023-09-23 11:55:00,Saturday
1OS6P9UEBR,success,,635219.31,635219.31,000,Transaction Approved,2023-09-23 23:37:00,no,2023-09-23 23:37:00,Saturday
QM9WYJ7PSO,failure,business,24956.25,24956.25,600,,2023-09-23 20:42:00,no,2023-09-23 20:42:00,Saturday
NCSDFKSL7S,failure,technical,779534.01,-683779.13,200,,2023-09-23 15:01:00,yes,2023-09-23 15:01:00,Saturday
6XONX3FPB0,failure,business,671849.96,671849.96,500,,2023-09-23 09:57:00,no,2023-09-23 09:57:00,Saturday
UVLI9A31IY,success,,523939.88,-73390.99,000,Transaction Approved,2023-09-23 04:37:00,yes,2023-09-23 04:37:00,Saturday
XR8RYFT0YZ,failure,technical,574218.82,574218.82,300,,2023-09-23 18:33:00,no,2023-09-23 18:33:00,Saturday
M4HAFMURGE,failure,technical,669290.12,-567611.15,300,,2023-09-23 04:40:00,yes,2023-09-23 04:40:00,Saturday
0Q2A8O2OJW,failure,business,636881.51,636881.51,400,,2023-09-23 08:21:00,no,2023-09-23 08:21:00,Saturday
CQ4E35BGV1,failure,technical,882945.8,-231446.01,300,,2023-09-23 07:28:00,yes,2023-09-23 07:28:00,Saturday
IPK8ALCBOR,success,,760114.09,-357258.23,0,Transaction Approved,2023-09-23 18:33:00,yes,2023-09-23 18:33:00,Saturday
QIRDLAHX7N,failure,technical,167709.19,-103070.78,100,,2023-09-23 00:07:00,yes,2023-09-23 00:07:00,Saturday
0DUNGT1ABK,failure,technical,238195.21,238195.21,200,,2023-09-23 02:33:00,no,2023-09-23 02:33:00,Saturday
NE4QV1QUGP,failure,technical,682355.89,682355.89,100,,2023-09-23 13:29:00,no,2023-09-23 13:29:00,Saturday
2CNE1GSO3P,success,,978301.17,978301.17,00,Transaction Approved,2023-09-23 12:55:00,no,2023-09-23 12:55:00,Saturday
N99I5CXQ70,success,,367563.42,367563.42,000,Transaction Approved,2023-09-23 23:11:00,no,2023-09-23 23:11:00,Saturday
E4JAQ9DU7Z,success,,267340.96,-29340.43,000,Transaction Approved,2023-09-23 02:35:00,yes,2023-09-23 02:35:00,Saturday
CV8ZFBXZZ1,failure,technical,353121.85,353121.85,100,,2023-09-23 12:58:00,no,2023-09-23 12:58:00,Saturday
U490Z7ZW6W,failure,business,224600.17,224600.17,400,,2023-09-23 17:47:00,no,2023-09-23 17:47:00,Saturday
RA1TFZNSOI,failure,technical,120525.24,-107588.91,200,,2023-09-23 17:05:00,yes,2023-09-23 17:05:00,Saturday
C3CWN9NZFJ,failure,business,981165.02,981165.02,500,,2023-09-23 21:26:00,no,2023-09-23 21:26:00,Saturday
V1NTPK13WO,failure,technical,254623.25,-44990.5,300,,2023-09-23 14:03:00,yes,2023-09-23 14:03:00,Saturday
25TAYO45XL,failure,business,480953.97,-400020.19,600,,2023-09-23 00:19:00,yes,2023-09-23 00:19:00,Saturday
0HDJX5U9ZX,success,,849337.86,849337.86,0,Transaction Approved,2023-09-23 20:58:00,no,2023-09-23 20:58:00,Saturday
PPJ223B3Y5,success,,293990.4,-190096.86,00,Transaction Approved,2023-09-23 08:06:00,yes,2023-09-23 08:06:00,Saturday
S7A4HH1D9T,failure,technical,428097.26,428097.26,200,,2023-09-23 08:28:00,no,2023-09-23 08:28:00,Saturday
UQUKO7A67W,failure,business,481404.49,-295299.67,600,,2023-09-23 09:26:00,yes,2023-09-23 09:26:00,Saturday
1O497ZWZ1G,success,,294208.2,294208.2,000,Transaction Approved,2023-09-23 20:51:00,no,2023-09-23 20:51:00,Saturday
6HNCISCSE8,success,,173956.59,-128958.77,000,Transaction Approved,2023-09-23 05:04:00,yes,2023-09-23 05:04:00,Saturday
9AQ0JUYCQW,success,,788810.1,-439958.32,0,Transaction Approved,2023-09-23 03:02:00,yes,2023-09-23 03:02:00,Saturday
KQ9D8MVS8B,success,,93711.59,93711.59,0,Transaction Approved,2023-09-23 23:38:00,no,2023-09-23 23:38:00,Saturday
XAMX4DDPH4,failure,business,619416.8,619416.8,400,,2023-09-23 06:07:00,no,2023-09-23 06:07:00,Saturday
U0GA313RT6,success,,946805.25,-268563.69,0,Transaction Approved,2023-09-23 18:23:00,yes,2023-09-23 18:23:00,Saturday
TN7D8Y21HL,success,,730145.98,-569991.76,00,Transaction Approved,2023-09-23 22:45:00,yes,2023-09-23 22:45:00,Saturday
VX1AMAV054,failure,technical,625347.76,625347.76,300,,2023-09-23 14:37:00,no,2023-09-23 14:37:00,Saturday
ZU8YVIZVD1,success,,246649.14,246649.14,000,Transaction Approved,2023-09-23 02:25:00,no,2023-09-23 02:25:00,Saturday
PHQ5SYYS79,success,,53836.05,-6114.96,00,Transaction Approved,2023-09-23 03:33:00,yes,2023-09-23 03:33:00,Saturday
4POGI1P748,failure,business,930675.44,-677473.07,400,,2023-09-23 01:28:00,yes,2023-09-23 01:28:00,Saturday
7SK1CVVDZB,failure,business,531812.18,-229161.37,500,,2023-09-23 12:59:00,yes,2023-09-23 12:59:00,Saturday
5Y27YEJMU6,failure,business,610679.16,610679.16,400,,2023-09-23 17:20:00,no,2023-09-23 17:20:00,Saturday
D4E52208NH,failure,business,707840.59,707840.59,600,,2023-09-23 07:33:00,no,2023-09-23 07:33:00,Saturday
4I9PWCN2OE,failure,technical,493316.03,493316.03,300,,2023-09-23 11:38:00,no,2023-09-23 11:38:00,Saturday
UJ3OSZQW1S,failure,technical,803388.01,803388.01,300,,2023-09-23 19:30:00,no,2023-09-23 19:30:00,Saturday
903MK8R3Y9,success,,135888.67,135888.67,00,Transaction Approved,2023-09-23 22:09:00,no,2023-09-23 22:09:00,Saturday
6FNO9X3DEZ,failure,technical,641780.53,-544951.07,300,,2023-09-23 20:58:00,yes,2023-09-23 20:58:00,Saturday
8VZL2AUAGV,success,,81168.08,81168.08,000,Transaction Approved,2023-09-23 15:26:00,no,2023-09-23 15:26:00,Saturday
75CYLBWBKF,success,,707274.01,707274.01,000,Transaction Approved,2023-09-23 01:08:00,no,2023-09-23 01:08:00,Saturday
X5WABFR10N,failure,technical,272952.48,-99932.77,200,,2023-09-23 01:06:00,yes,2023-09-23 01:06:00,Saturday
FJOJFW34MZ,success,,854428.12,-370932.57,00,Transaction Approved,2023-09-23 14:09:00,yes,2023-09-23 14:09:00,Saturday
8FTU3QHWX8,success,,582840.47,582840.47,0,Transaction Approved,2023-09-23 00:09:00,no,2023-09-23 00:09:00,Saturday
NPYETDX1AF,failure,business,67956.5,67956.5,400,,2023-09-23 18:31:00,no,2023-09-23 18:31:00,Saturday
41QH6JD29F,failure,business,420866.92,-350330.42,500,,2023-09-23 09:32:00,yes,2023-09-23 09:32:00,Saturday
8CWQGBSX26,success,,123835.94,123835.94,000,Transaction Approved,2023-09-24 00:42:00,no,2023-09-24 00:42:00,Sunday
CZAAW7CJLZ,failure,technical,64964.65,64964.65,200,,2023-09-24 18:41:00,no,2023-09-24 18:41:00,Sunday
JCGM5294QA,success,,56773.79,56773.79,000,Transaction Approved,2023-09-24 01:35:00,no,2023-09-24 01:35:00,Sunday
W0BW7XHTMR,success,,888848.71,-145369.12,00,Transaction Approved,2023-09-24 23:03:00,yes,2023-09-24 23:03:00,Sunday
G0XYY59H6U,failure,technical,658916.21,-118204.88,100,,2023-09-24 03:42:00,yes,2023-09-24 03:42:00,Sunday
G93C0NK76A,failure,technical,922661.99,-260264.68,200,,2023-09-24 14:37:00,yes,2023-09-24 14:37:00,Sunday
BMTFIOF1FY,success,,768954.44,768954.44,000,Transaction Approved,2023-09-24 02:44:00,no,2023-09-24 02:44:00,Sunday
WY4QK05JUR,failure,technical,921569.58,921569.58,300,,2023-09-24 03:47:00,no,2023-09-24 03:47:00,Sunday
KXT2LJRD4L,failure,business,539908.49,539908.49,400,,2023-09-24 23:03:00,no,2023-09-24 23:03:00,Sunday
3224C4TMAU,failure,business,750734.98,750734.98,500,,2023-09-24 22:41:00,no,2023-09-24 22:41:00,Sunday
36DB7VQUOF,success,,128917.77,-61234.59,0,Transaction Approved,2023-09-24 22:31:00,yes,2023-09-24 22:31:00,Sunday
9M6V6S1Z7L,failure,business,78691.38,-10737.66,400,,2023-09-24 10:09:00,yes,2023-09-24 10:09:00,Sunday
FU3F7GI3E1,failure,technical,939486.49,-649534.41,300,,2023-09-24 00:19:00,yes,2023-09-24 00:19:00,Sunday
VJ4L86L5OA,success,,834273.3,834273.3,000,Transaction Approved,2023-09-24 17:51:00,no,2023-09-24 17:51:00,Sunday
Q0QO9GRPDB,success,,646589.92,646589.92,000,Transaction Approved,2023-09-24 16:29:00,no,2023-09-24 16:29:00,Sunday
6NAGFNLX1Q,failure,business,825726.82,-115480.1,400,,2023-09-24 10:57:00,yes,2023-09-24 10:57:00,Sunday
1QODG2AJ92,success,,792930.93,-400404.04,00,Transaction Approved,2023-09-24 20:09:00,yes,2023-09-24 20:09:00,Sunday
9UM8QOWF5Z,failure,business,532537.8,-228444.14,600,,2023-09-24 18:08:00,yes,2023-09-24 18:08:00,Sunday
2XVFNZ624U,failure,business,911895.02,911895.02,400,,2023-09-24 20:25:00,no,2023-09-24 20:25:00,Sunday
IDIZG4Q73E,success,,50530.2,-32053.31,000,Transaction Approved,2023-09-24 03:08:00,yes,2023-09-24 03:08:00,Sunday
2JN0OLKG5G,success,,34004.85,-24854.03,000,Transaction Approved,2023-09-24 00:50:00,yes,2023-09-24 00:50:00,Sunday
WFFH2W4AR4,failure,technical,361537.48,-160401.91,300,,2023-09-24 08:37:00,yes,2023-09-24 08:37:00,Sunday
6J81GHNISX,failure,technical,464835.76,464835.76,300,,2023-09-24 06:00:00,no,2023-09-24 06:00:00,Sunday
ZUZETAW2YG,success,,939102.72,939102.72,000,Transaction Approved,2023-09-24 05:26:00,no,2023-09-24 05:26:00,Sunday
KR8ISNTZON,failure,business,65142.92,-21441.1,500,,2023-09-24 15:51:00,yes,2023-09-24 15:51:00,Sunday
M5G8M9UU5K,success,,785451.52,785451.52,000,Transaction Approved,2023-09-24 04:34:00,no,2023-09-24 04:34:00,Sunday
C5MXYW8ULR,failure,technical,431272.54,-160052.6,100,,2023-09-24 04:49:00,yes,2023-09-24 04:49:00,Sunday
PFM8A30FV7,success,,514328.43,514328.43,0,Transaction Approved,2023-09-24 15:34:00,no,2023-09-24 15:34:00,Sunday
3WB5QFNYF8,failure,business,466706.9,466706.9,600,,2023-09-24 14:05:00,no,2023-09-24 14:05:00,Sunday
V82OKHC423,success,,807244.95,807244.95,00,Transaction Approved,2023-09-24 02:02:00,no,2023-09-24 02:02:00,Sunday
JZY8W6V95N,failure,business,427007.71,-300262.34,500,,2023-09-24 04:45:00,yes,2023-09-24 04:45:00,Sunday
ZE4BMTI8QA,success,,194536.75,194536.75,000,Transaction Approved,2023-09-24 21:16:00,no,2023-09-24 21:16:00,Sunday
8T75JKCYJE,failure,business,455225.66,455225.66,600,,2023-09-24 23:28:00,no,2023-09-24 23:28:00,Sunday
Y3IW1NU7CS,success,,978768.17,978768.17,00,Transaction Approved,2023-09-24 17:28:00,no,2023-09-24 17:28:00,Sunday
MJ1JVK2QPB,failure,technical,570693.73,-98177.07,200,,2023-09-24 03:34:00,yes,2023-09-24 03:34:00,Sunday
LYYXEG2YQ0,success,,635658.98,635658.98,00,Transaction Approved,2023-09-24 09:03:00,no,2023-09-24 09:03:00,Sunday
QUK1F8FWQD,failure,technical,235311.59,-83676.2,300,,2023-09-24 17:49:00,yes,2023-09-24 17:49:00,Sunday
87FHOC2MM8,failure,technical,819499.1,-596195.46,200,,2023-09-24 23:50:00,yes,2023-09-24 23:50:00,Sunday
LRM0BZFQRI,failure,technical,926931.63,926931.63,300,,2023-09-24 21:43:00,no,2023-09-24 21:43:00,Sunday
ZFNKBDNJMQ,failure,technical,146896.78,-101226.95,300,,2023-09-24 10:43:00,yes,2023-09-24 10:43:00,Sunday
XCEMAQJ2HZ,failure,technical,192331.23,192331.23,200,,2023-09-24 17:23:00,no,2023-09-24 17:23:00,Sunday
95TI5FLHBW,failure,business,490366.37,-377553.9,400,,2023-09-24 02:47:00,yes,2023-09-24 02:47:00,Sunday
95N3UEUKEQ,failure,technical,779380.38,-290193.03,100,,2023-09-24 10:25:00,yes,2023-09-24 10:25:00,Sunday
W9EJ77SUCH,success,,66510.27,66510.27,00,Transaction Approved,2023-09-24 01:00:00,no,2023-09-24 01:00:00,Sunday
6494058Q9A,failure,technical,481429.22,-66007.66,300,,2023-09-24 06:54:00,yes,2023-09-24 06:54:00,Sunday
ZB7XK65GMW,failure,technical,513138.15,513138.15,300,,2023-09-24 06:08:00,no,2023-09-24 06:08:00,Sunday
LQYI2HHVB4,failure,business,29231.89,-17252.41,400,,2023-09-24 04:19:00,yes,2023-09-24 04:19:00,Sunday
JMVY5LMHQA,failure,technical,332500.11,-189860.79,100,,2023-09-24 03:35:00,yes,2023-09-24 03:35:00,Sunday
HJFVCN38M1,success,,369873.44,369873.44,000,Transaction Approved,2023-09-24 17:08:00,no,2023-09-24 17:08:00,Sunday
46DWY1NEO8,failure,technical,41534.14,41534.14,100,,2023-09-24 20:30:00,no,2023-09-24 20:30:00,Sunday
UDQ9BH81B8,failure,technical,741589.75,741589.75,200,,2023-09-24 08:47:00,no,2023-09-24 08:47:00,Sunday
6535XFC5GA,success,,372516.66,372516.66,000,Transaction Approved,2023-09-24 01:36:00,no,2023-09-24 01:36:00,Sunday
8HBUC193KW,failure,technical,52449.63,52449.63,300,,2023-09-24 16:23:00,no,2023-09-24 16:23:00,Sunday
F5W3QWNY4N,success,,763925.67,763925.67,000,Transaction Approved,2023-09-24 13:50:00,no,2023-09-24 13:50:00,Sunday
QDCN6VEQXH,failure,business,381416.1,-342081.52,500,,2023-09-24 13:30:00,yes,2023-09-24 13:30:00,Sunday
7O5X8RBL51,failure,technical,401103.21,401103.21,100,,2023-09-24 14:42:00,no,2023-09-24 14:42:00,Sunday
VSVUV02P5G,failure,technical,225098.77,225098.77,100,,2023-09-24 03:48:00,no,2023-09-24 03:48:00,Sunday
BCAZMBIDWH,failure,technical,871665.46,871665.46,200,,2023-09-24 08:34:00,no,2023-09-24 08:34:00,Sunday
A6TIAX2UU5,success,,953431.19,-260949.44,00,Transaction Approved,2023-09-24 04:48:00,yes,2023-09-24 04:48:00,Sunday
W6WF8FD5FQ,success,,617045.96,-380158.94,00,Transaction Approved,2023-09-24 21:14:00,yes,2023-09-24 21:14:00,Sunday
L6ODA3ROU1,failure,technical,702985.68,-616148.48,300,,2023-09-24 01:57:00,yes,2023-09-24 01:57:00,Sunday
0HXU6DPGYG,failure,technical,588702.59,588702.59,100,,2023-09-24 11:36:00,no,2023-09-24 11:36:00,Sunday
3IC6X8BVBF,failure,business,384292.67,-105001.22,500,,2023-09-24 11:56:00,yes,2023-09-24 11:56:00,Sunday
GD4I8QZTP3,failure,business,837884.12,-485677.68,400,,2023-09-24 07:48:00,yes,2023-09-24 07:48:00,Sunday
NSVX7IIRDX,success,,389917.86,-61947.09,00,Transaction Approved,2023-09-24 07:55:00,yes,2023-09-24 07:55:00,Sunday
Z8VWYAGXVL,success,,755014.57,755014.57,000,Transaction Approved,2023-09-24 02:37:00,no,2023-09-24 02:37:00,Sunday
KNGH023UET,failure,technical,145299.4,145299.4,300,,2023-09-24 20:40:00,no,2023-09-24 20:40:00,Sunday
W8885BW593,failure,business,135538.79,135538.79,500,,2023-09-24 15:37:00,no,2023-09-24 15:37:00,Sunday
R9KNHNCZ90,success,,884694.14,884694.14,0,Transaction Approved,2023-09-24 22:02:00,no,2023-09-24 22:02:00,Sunday
JUC1W9VVMB,success,,124813.25,-60936.49,000,Transaction Approved,2023-09-24 16:04:00,yes,2023-09-24 16:04:00,Sunday
51K17VFL43,failure,business,121785.18,-78430.05,400,,2023-09-24 01:07:00,yes,2023-09-24 01:07:00,Sunday
2CBSPE2AVR,failure,technical,805304.17,-548545.97,300,,2023-09-24 06:32:00,yes,2023-09-24 06:32:00,Sunday
ZEAAJVCRT8,failure,technical,42140.03,-32620.78,200,,2023-09-24 21:57:00,yes,2023-09-24 21:57:00,Sunday
10YT3PNJH4,failure,technical,374307.05,374307.05,300,,2023-09-24 02:19:00,no,2023-09-24 02:19:00,Sunday
1NOAHU7N2D,success,,125570.43,125570.43,00,Transaction Approved,2023-09-24 13:48:00,no,2023-09-24 13:48:00,Sunday
E3J95UB6W5,success,,159125.23,159125.23,00,Transaction Approved,2023-09-24 11:20:00,no,2023-09-24 11:20:00,Sunday
HOL2XK5DPS,failure,business,372612.5,-84322.22,400,,2023-09-24 03:41:00,yes,2023-09-24 03:41:00,Sunday
